Count of Victims,Age Group,Sex,Method of Killing,Domestic Abuse,Recorded Date,Homicide Offence Type,Solved Status,Borough,Officer Observed Ethnicity,Month,Year
1,65 and over,Female,"Physical Assault, no weapon",Domestic Abuse,Jun-11,Murder,Solved,Islington,White,Jun,2011
1,20 to 24,Male,Knife or Sharp Implement,Not Domestic Abuse,Jun-11,Murder,Solved,Islington,Black,Jun,2011
1,25 to 34,Male,Other Methods Of Killing,Not Domestic Abuse,Aug-11,Manslaughter,Solved,Islington,White,Aug,2011
1,35 to 44 ,Male,"Physical Assault, no weapon",Not Domestic Abuse,Sep-11,Murder,Solved,Islington,Asian,Sep,2011
1,45 to 54,Male,Knife or Sharp Implement,Not Domestic Abuse,Dec-11,Murder,Solved,Islington,White,Dec,2011
1,13 to 19,Male,Knife or Sharp Implement,Not Domestic Abuse,Jan-11,Murder,Solved,Haringey,Asian,Jan,2011
1,13 to 19,Male,Knife or Sharp Implement,Not Domestic Abuse,Jan-11,Murder,Solved,Haringey,Black,Jan,2011
1,20 to 24,Female,Knife or Sharp Implement,Domestic Abuse,Apr-11,Murder,Solved,Haringey,Black,Apr,2011
1,20 to 24,Male,Knife or Sharp Implement,Not Domestic Abuse,May-11,Murder,Solved,Haringey,Asian,May,2011
1,25 to 34,Male,"Physical Assault, no weapon",Not Domestic Abuse,Jun-11,Murder,Solved,Haringey,White,Jun,2011
1,20 to 24,Male,Knife or Sharp Implement,Not Domestic Abuse,Sep-11,Murder,Solved,Haringey,Asian,Sep,2011
1,65 and over,Male,Blunt Implement,Not Domestic Abuse,Nov-11,Murder,Solved,Haringey,White,Nov,2011
1,13 to 19,Male,Knife or Sharp Implement,Not Domestic Abuse,Jan-11,Murder,Solved,Southwark,Black,Jan,2011
1,0 to 12,Male,Knife or Sharp Implement,Not Domestic Abuse,Feb-11,Murder,Solved,Southwark,Black,Feb,2011
1,0 to 12,Female,Knife or Sharp Implement,Not Domestic Abuse,Feb-11,Murder,Solved,Southwark,Black,Feb,2011
1,20 to 24,Male,Knife or Sharp Implement,Not Domestic Abuse,Jul-11,Murder,Solved,Southwark,Black,Jul,2011
1,35 to 44 ,Male,Knife or Sharp Implement,Not Domestic Abuse,Jul-11,Murder,Solved,Southwark,White,Jul,2011
1,20 to 24,Male,Shooting,Not Domestic Abuse,Nov-11,Murder,Unsolved,Ealing,Asian,Nov,2011
1,25 to 34,Female,Knife or Sharp Implement,Domestic Abuse,Nov-11,Murder,Solved,Southwark,Black,Nov,2011
1,35 to 44 ,Female,Other Methods Of Killing,Not Domestic Abuse,Feb-11,Manslaughter,Solved,Lewisham,Asian,Feb,2011
1,35 to 44 ,Male,Knife or Sharp Implement,Not Domestic Abuse,Feb-11,Murder,Solved,Ealing,White,Feb,2011
1,65 and over,Female,Blunt Implement,Not Domestic Abuse,Feb-11,Murder,Solved,Lewisham,White,Feb,2011
1,55 to 64,Female,Other Methods Of Killing,Not Domestic Abuse,Mar-11,Manslaughter,Solved,Lewisham,Asian,Mar,2011
1,65 and over,Male,Knife or Sharp Implement,Not Domestic Abuse,May-11,Murder,Solved,Lewisham,White,May,2011
1,35 to 44 ,Male,"Physical Assault, no weapon",Domestic Abuse,Jun-11,Murder,Solved,Lewisham,White,Jun,2011
1,20 to 24,Female,Knife or Sharp Implement,Domestic Abuse,Nov-11,Murder,Solved,Lewisham,Black,Nov,2011
1,25 to 34,Female,Blunt Implement,Not Domestic Abuse,Feb-11,Murder,Solved,Bromley,White,Feb,2011
1,20 to 24,Male,Knife or Sharp Implement,Not Domestic Abuse,Feb-11,Murder,Unsolved,Bromley,White,Feb,2011
1,13 to 19,Male,Blunt Implement,Not Domestic Abuse,Aug-11,Murder,Solved,Bromley,White,Aug,2011
1,20 to 24,Male,Blunt Implement,Not Domestic Abuse,Jan-11,Murder,Solved,Greenwich,Asian,Jan,2011
1,20 to 24,Male,Other Methods Of Killing,Not Domestic Abuse,Feb-11,Murder,Solved,Greenwich,Asian,Feb,2011
1,55 to 64,Male,Not known/Not Recorded ,Not Domestic Abuse,Mar-11,Murder,Solved,Greenwich,White,Mar,2011
1,20 to 24,Male,Shooting,Not Domestic Abuse,Jul-11,Murder,Solved,Greenwich,Black,Jul,2011
1,13 to 19,Male,Knife or Sharp Implement,Not Domestic Abuse,Nov-11,Murder,Solved,Greenwich,Black,Nov,2011
1,35 to 44 ,Female,Knife or Sharp Implement,Domestic Abuse,Dec-11,Murder,Solved,Greenwich,Black,Dec,2011
1,35 to 44 ,Male,Shooting,Not Domestic Abuse,Jul-11,Murder,Solved,Croydon,Black,Jul,2011
1,35 to 44 ,Male,Blunt Implement,Not Domestic Abuse,Jul-11,Murder,Solved,Croydon,Asian,Jul,2011
1,35 to 44 ,Male,Blunt Implement,Not Domestic Abuse,Aug-11,Murder,Solved,Croydon,White,Aug,2011
1,20 to 24,Male,Shooting,Not Domestic Abuse,Aug-11,Murder,Solved,Croydon,Black,Aug,2011
1,45 to 54,Female,"Physical Assault, no weapon",Domestic Abuse,Oct-11,Murder,Solved,Croydon,White,Oct,2011
1,0 to 12,Male,Not known/Not Recorded ,Not Domestic Abuse,Jan-11,Murder,Solved,Bexley,White,Jan,2011
1,13 to 19,Male,Knife or Sharp Implement,Not Domestic Abuse,Jul-11,Murder,Solved,Bexley,Black,Jul,2011
1,55 to 64,Female,Knife or Sharp Implement,Not Domestic Abuse,Oct-11,Murder,Solved,Bexley,White,Oct,2011
1,25 to 34,Male,"Physical Assault, no weapon",Not Domestic Abuse,Oct-11,Murder,Solved,Bexley,White,Oct,2011
1,35 to 44 ,Male,Knife or Sharp Implement,Not Domestic Abuse,Dec-11,Murder,Solved,Bexley,White,Dec,2011
1,35 to 44 ,Female,Knife or Sharp Implement,Not Domestic Abuse,Mar-11,Murder,Solved,Sutton,White,Mar,2011
1,25 to 34,Male,Shooting,Not Domestic Abuse,Aug-11,Murder,Unsolved,Croydon,Black,Aug,2011
1,65 and over,Male,Other Methods Of Killing,Domestic Abuse,Mar-11,Murder,Solved,Tower Hamlets,Asian,Mar,2011
1,25 to 34,Unrecorded,Other Methods Of Killing,Not Domestic Abuse,Mar-11,Murder,Solved,Tower Hamlets,Asian,Mar,2011
1,65 and over,Female,"Physical Assault, no weapon",Not Domestic Abuse,Mar-11,Murder,Solved,Tower Hamlets,Not Reported/Not Known,Mar,2011
1,20 to 24,Male,Knife or Sharp Implement,Not Domestic Abuse,Mar-11,Murder,Solved,Tower Hamlets,Black,Mar,2011
1,20 to 24,Male,Knife or Sharp Implement,Not Domestic Abuse,Apr-11,Murder,Solved,Tower Hamlets,Asian,Apr,2011
1,25 to 34,Female,Knife or Sharp Implement,Domestic Abuse,Apr-11,Murder,Solved,Tower Hamlets,White,Apr,2011
1,35 to 44 ,Male,Shooting,Not Domestic Abuse,May-11,Murder,Unsolved,Tower Hamlets,White,May,2011
1,25 to 34,Female,Blunt Implement,Domestic Abuse,Dec-11,Murder,Solved,Tower Hamlets,Asian,Dec,2011
1,35 to 44 ,Male,"Physical Assault, no weapon",Not Domestic Abuse,Dec-11,Murder,Solved,Tower Hamlets,Black,Dec,2011
1,65 and over,Male,Knife or Sharp Implement,Domestic Abuse,Feb-11,Murder,Solved,Redbridge,White,Feb,2011
1,13 to 19,Male,Knife or Sharp Implement,Not Domestic Abuse,Aug-11,Murder,Solved,Redbridge,Black,Aug,2011
1,25 to 34,Male,Knife or Sharp Implement,Not Domestic Abuse,Sep-11,Murder,Solved,Redbridge,Asian,Sep,2011
1,35 to 44 ,Male,Knife or Sharp Implement,Domestic Abuse,Jan-11,Murder,Solved,Hackney,White,Jan,2011
1,25 to 34,Male,Knife or Sharp Implement,Domestic Abuse,Oct-11,Murder,Solved,Hackney,White,Oct,2011
1,25 to 34,Female,Not known/Not Recorded ,Domestic Abuse,Jan-11,Murder,Solved,Waltham Forest,Asian,Jan,2011
1,25 to 34,Male,Blunt Implement,Not Domestic Abuse,Jan-11,Murder,Solved,Waltham Forest,White,Jan,2011
1,13 to 19,Male,Other Methods Of Killing,Not Domestic Abuse,Jan-11,Murder,Solved,Waltham Forest,Black,Jan,2011
1,55 to 64,Male,Knife or Sharp Implement,Not Domestic Abuse,Mar-11,Murder,Solved,Ealing,White,Mar,2011
1,25 to 34,Male,Knife or Sharp Implement,Not Domestic Abuse,Apr-11,Murder,Solved,Waltham Forest,Black,Apr,2011
1,35 to 44 ,Male,Knife or Sharp Implement,Not Domestic Abuse,Oct-11,Murder,Solved,Ealing,Asian,Oct,2011
1,65 and over,Male,Knife or Sharp Implement,Domestic Abuse,Jan-11,Murder,Solved,Enfield,Black,Jan,2011
1,13 to 19,Male,Knife or Sharp Implement,Not Domestic Abuse,Apr-11,Murder,Solved,Enfield,Black,Apr,2011
1,25 to 34,Male,Knife or Sharp Implement,Not Domestic Abuse,Apr-11,Murder,Solved,Enfield,Black,Apr,2011
1,13 to 19,Male,Knife or Sharp Implement,Not Domestic Abuse,Aug-11,Murder,Solved,Ealing,Black,Aug,2011
1,20 to 24,Male,Knife or Sharp Implement,Not Domestic Abuse,Aug-11,Murder,Solved,Enfield,White,Aug,2011
1,35 to 44 ,Male,Blunt Implement,Not Domestic Abuse,Jan-11,Murder,Solved,Newham,White,Jan,2011
1,25 to 34,Female,"Physical Assault, no weapon",Domestic Abuse,Jul-11,Murder,Solved,Ealing,Asian,Jul,2011
1,13 to 19,Male,Knife or Sharp Implement,Not Domestic Abuse,Dec-11,Murder,Solved,Newham,White,Dec,2011
1,0 to 12,Male,Other Methods Of Killing,Not Domestic Abuse,Jan-11,Murder,Solved,Havering,White,Jan,2011
1,25 to 34,Male,"Physical Assault, no weapon",Not Domestic Abuse,Mar-11,Murder,Solved,Hammersmith & Fulham,White,Mar,2011
1,25 to 34,Male,Shooting,Not Domestic Abuse,May-11,Murder,Solved,Hammersmith & Fulham,Black,May,2011
1,25 to 34,Male,Knife or Sharp Implement,Not Domestic Abuse,Jun-11,Murder,Solved,Hammersmith & Fulham,White,Jun,2011
1,55 to 64,Male,Blunt Implement,Not Domestic Abuse,Oct-11,Murder,Solved,Hammersmith & Fulham,White,Oct,2011
1,13 to 19,Male,Knife or Sharp Implement,Not Domestic Abuse,Dec-11,Murder,Solved,Westminster,Black,Dec,2011
1,25 to 34,Male,"Physical Assault, no weapon",Not Domestic Abuse,Feb-12,Murder,Solved,Wandsworth,Black,Feb,2012
1,0 to 12,Female,"Physical Assault, no weapon",Not Domestic Abuse,May-12,Murder,Solved,Wandsworth,White,May,2012
1,0 to 12,Male,"Physical Assault, no weapon",Not Domestic Abuse,May-12,Murder,Solved,Wandsworth,White,May,2012
1,0 to 12,Unrecorded,Not known/Not Recorded ,Not Domestic Abuse,Sep-12,Murder,Solved,Wandsworth,White,Sep,2012
1,45 to 54,Male,Other Methods Of Killing,Not Domestic Abuse,Dec-12,Murder,Unsolved,Wandsworth,White,Dec,2012
1,65 and over,Female,Knife or Sharp Implement,Domestic Abuse,Dec-12,Murder,Solved,Wandsworth,White,Dec,2012
1,55 to 64,Female,"Physical Assault, no weapon",Not Domestic Abuse,Jun-12,Murder,Solved,Ealing,White,Jun,2012
1,20 to 24,Male,Knife or Sharp Implement,Not Domestic Abuse,Oct-12,Murder,Solved,Kingston Upon Thames,Black,Oct,2012
1,65 and over,Male,Other Methods Of Killing,Not Domestic Abuse,Jan-12,Manslaughter,Unsolved,Hounslow,White,Jan,2012
1,65 and over,Female,Blunt Implement,Not Domestic Abuse,Oct-12,Murder,Solved,Hounslow,White,Oct,2012
1,20 to 24,Male,Knife or Sharp Implement,Not Domestic Abuse,Dec-12,Murder,Solved,Hounslow,Black,Dec,2012
1,20 to 24,Male,"Physical Assault, no weapon",Not Domestic Abuse,Nov-12,Murder,Solved,Richmond Upon Thames,White,Nov,2012
1,65 and over,Male,Other Methods Of Killing,Not Domestic Abuse,Feb-12,Manslaughter,Solved,Ealing,Black,Feb,2012
1,13 to 19,Male,Knife or Sharp Implement,Not Domestic Abuse,Mar-12,Murder,Solved,Lambeth,Black,Mar,2012
1,20 to 24,Male,Knife or Sharp Implement,Not Domestic Abuse,Aug-12,Murder,Solved,Lambeth,Black,Aug,2012
1,35 to 44 ,Male,Other Methods Of Killing,Not Domestic Abuse,Sep-12,Manslaughter,Unsolved,Lambeth,White,Sep,2012
1,13 to 19,Male,Knife or Sharp Implement,Not Domestic Abuse,Sep-12,Murder,Solved,Lambeth,Black,Sep,2012
1,20 to 24,Male,"Physical Assault, no weapon",Not Domestic Abuse,May-12,Murder,Solved,Ealing,White,May,2012
1,35 to 44 ,Male,"Physical Assault, no weapon",Not Domestic Abuse,Feb-12,Murder,Solved,Brent,Black,Feb,2012
1,25 to 34,Male,Knife or Sharp Implement,Not Domestic Abuse,May-12,Murder,Solved,Brent,White,May,2012
1,25 to 34,Male,Knife or Sharp Implement,Not Domestic Abuse,Sep-12,Murder,Solved,Brent,Black,Sep,2012
1,25 to 34,Female,Knife or Sharp Implement,Domestic Abuse,Sep-12,Murder,Solved,Brent,Black,Sep,2012
1,25 to 34,Male,Knife or Sharp Implement,Not Domestic Abuse,Dec-12,Murder,Solved,Brent,Black,Dec,2012
1,20 to 24,Male,Shooting,Not Domestic Abuse,Jan-12,Murder,Solved,Camden,Black,Jan,2012
1,25 to 34,Male,Knife or Sharp Implement,Not Domestic Abuse,Feb-12,Murder,Solved,Camden,White,Feb,2012
1,25 to 34,Female,Not known/Not Recorded ,Domestic Abuse,Apr-12,Murder,Solved,Camden,Other,Apr,2012
1,45 to 54,Male,"Physical Assault, no weapon",Not Domestic Abuse,May-12,Murder,Solved,Ealing,White,May,2012
1,35 to 44 ,Male,Other Methods Of Killing,Not Domestic Abuse,Nov-12,Murder,Solved,Camden,White,Nov,2012
1,55 to 64,Male,"Physical Assault, no weapon",Not Domestic Abuse,Nov-12,Murder,Solved,Camden,White,Nov,2012
1,45 to 54,Female,Knife or Sharp Implement,Domestic Abuse,Mar-12,Murder,Solved,Ealing,White,Mar,2012
1,25 to 34,Male,Shooting,Not Domestic Abuse,Jun-12,Murder,Solved,Ealing,Black,Jun,2012
1,65 and over,Female,Other Methods Of Killing,Not Domestic Abuse,Nov-12,Murder,Solved,Ealing,White,Nov,2012
1,55 to 64,Male,Not known/Not Recorded ,Not Domestic Abuse,Nov-12,Murder,Solved,Ealing,Black,Nov,2012
1,65 and over,Female,"Physical Assault, no weapon",Domestic Abuse,Dec-12,Murder,Solved,Ealing,White,Dec,2012
1,55 to 64,Male,Knife or Sharp Implement,Not Domestic Abuse,Apr-12,Murder,Solved,Islington,White,Apr,2012
1,20 to 24,Female,Knife or Sharp Implement,Not Domestic Abuse,Jun-12,Murder,Solved,Islington,White,Jun,2012
1,65 and over,Male,"Physical Assault, no weapon",Domestic Abuse,Jul-12,Murder,Solved,Islington,White,Jul,2012
1,45 to 54,Male,"Physical Assault, no weapon",Not Domestic Abuse,Dec-12,Murder,Unsolved,Ealing,White,Dec,2012
1,25 to 34,Male,Shooting,Not Domestic Abuse,Feb-12,Murder,Solved,Haringey,White,Feb,2012
1,65 and over,Male,Other Methods Of Killing,Not Domestic Abuse,Feb-12,Manslaughter,Solved,Haringey,White,Feb,2012
1,65 and over,Male,Blunt Implement,Not Domestic Abuse,Mar-12,Murder,Solved,Haringey,White,Mar,2012
1,45 to 54,Female,Knife or Sharp Implement,Domestic Abuse,May-12,Murder,Solved,Haringey,Black,May,2012
1,65 and over,Female,Knife or Sharp Implement,Not Domestic Abuse,Aug-12,Murder,Solved,Haringey,White,Aug,2012
1,20 to 24,Male,Knife or Sharp Implement,Not Domestic Abuse,Oct-12,Murder,Solved,Haringey,White,Oct,2012
1,35 to 44 ,Male,Knife or Sharp Implement,Not Domestic Abuse,Apr-12,Murder,Solved,Ealing,White,Apr,2012
1,45 to 54,Male,Knife or Sharp Implement,Not Domestic Abuse,Sep-12,Murder,Solved,Southwark,Black,Sep,2012
1,20 to 24,Male,Knife or Sharp Implement,Not Domestic Abuse,Sep-12,Murder,Solved,Southwark,Black,Sep,2012
1,45 to 54,Male,Knife or Sharp Implement,Not Domestic Abuse,Oct-12,Murder,Solved,Southwark,White,Oct,2012
1,25 to 34,Male,"Physical Assault, no weapon",Not Domestic Abuse,Dec-12,Murder,Solved,Southwark,White,Dec,2012
1,13 to 19,Male,Knife or Sharp Implement,Not Domestic Abuse,Dec-12,Murder,Solved,Southwark,White,Dec,2012
1,55 to 64,Male,Knife or Sharp Implement,Not Domestic Abuse,Feb-12,Murder,Unsolved,Heathrow,Black,Feb,2012
1,65 and over,Female,Knife or Sharp Implement,Domestic Abuse,Mar-12,Murder,Solved,Lewisham,White,Mar,2012
1,20 to 24,Male,Shooting,Not Domestic Abuse,Jun-12,Murder,Solved,Lewisham,Black,Jun,2012
1,13 to 19,Male,Knife or Sharp Implement,Not Domestic Abuse,Aug-12,Murder,Solved,Lewisham,Black,Aug,2012
1,13 to 19,Male,Knife or Sharp Implement,Not Domestic Abuse,Sep-12,Murder,Solved,Lewisham,Black,Sep,2012
1,20 to 24,Male,Blunt Implement,Not Domestic Abuse,Nov-12,Murder,Solved,Lewisham,Asian,Nov,2012
1,20 to 24,Male,"Physical Assault, no weapon",Not Domestic Abuse,Jun-12,Murder,Solved,Bromley,White,Jun,2012
1,45 to 54,Male,Not known/Not Recorded ,Not Domestic Abuse,Nov-12,Manslaughter,Unsolved,Bromley,White,Nov,2012
1,55 to 64,Male,Blunt Implement,Not Domestic Abuse,Dec-12,Manslaughter,Solved,Bromley,White,Dec,2012
1,45 to 54,Male,Knife or Sharp Implement,Not Domestic Abuse,Jun-12,Murder,Solved,Greenwich,Asian,Jun,2012
1,65 and over,Female,Not known/Not Recorded ,Not Domestic Abuse,Jul-12,Murder,Unsolved,Greenwich,White,Jul,2012
1,20 to 24,Male,Knife or Sharp Implement,Not Domestic Abuse,Oct-12,Murder,Solved,Greenwich,Black,Oct,2012
1,35 to 44 ,Male,Shooting,Not Domestic Abuse,Nov-12,Murder,Solved,Greenwich,Black,Nov,2012
1,45 to 54,Male,"Physical Assault, no weapon",Not Domestic Abuse,Feb-12,Murder,Solved,Croydon,Asian,Feb,2012
1,25 to 34,Male,Knife or Sharp Implement,Not Domestic Abuse,Mar-12,Murder,Solved,Croydon,White,Mar,2012
1,55 to 64,Male,Blunt Implement,Not Domestic Abuse,Apr-12,Murder,Solved,Croydon,White,Apr,2012
1,25 to 34,Male,Shooting,Not Domestic Abuse,Jul-12,Murder,Solved,Ealing,Asian,Jul,2012
1,0 to 12,Female,Not known/Not Recorded ,Not Domestic Abuse,Aug-12,Murder,Solved,Croydon,White,Aug,2012
1,25 to 34,Female,Knife or Sharp Implement,Domestic Abuse,Dec-12,Murder,Solved,Croydon,White,Dec,2012
1,55 to 64,Male,Other Methods Of Killing,Not Domestic Abuse,Jan-12,Murder,Solved,Ealing,White,Jan,2012
1,0 to 12,Male,Other Methods Of Killing,Not Domestic Abuse,Jun-12,Manslaughter,Solved,Ealing,Black,Jun,2012
1,35 to 44 ,Male,Knife or Sharp Implement,Not Domestic Abuse,Jun-12,Murder,Solved,Sutton,White,Jun,2012
1,45 to 54,Female,Knife or Sharp Implement,Not Domestic Abuse,Aug-12,Murder,Solved,Sutton,White,Aug,2012
1,25 to 34,Female,Knife or Sharp Implement,Domestic Abuse,May-12,Murder,Solved,Tower Hamlets,Asian,May,2012
1,20 to 24,Male,Knife or Sharp Implement,Not Domestic Abuse,May-12,Murder,Solved,Tower Hamlets,Asian,May,2012
1,45 to 54,Male,Knife or Sharp Implement,Not Domestic Abuse,Dec-12,Murder,Solved,Tower Hamlets,Black,Dec,2012
1,13 to 19,Female,"Physical Assault, no weapon",Not Domestic Abuse,Feb-12,Murder,Solved,Redbridge,Black,Feb,2012
1,13 to 19,Male,"Physical Assault, no weapon",Not Domestic Abuse,May-12,Murder,Solved,Redbridge,White,May,2012
1,25 to 34,Male,Not known/Not Recorded ,Not Domestic Abuse,Aug-12,Murder,Solved,Redbridge,Asian,Aug,2012
1,25 to 34,Male,Knife or Sharp Implement,Not Domestic Abuse,Nov-12,Murder,Solved,Redbridge,Black,Nov,2012
1,13 to 19,Male,Other Methods Of Killing,Not Domestic Abuse,Nov-12,Manslaughter,Solved,Redbridge,White,Nov,2012
1,20 to 24,Female,Knife or Sharp Implement,Domestic Abuse,Jan-12,Murder,Solved,Hackney,White,Jan,2012
1,25 to 34,Female,Not known/Not Recorded ,Domestic Abuse,Mar-12,Murder,Solved,Hackney,White,Mar,2012
1,20 to 24,Male,Knife or Sharp Implement,Domestic Abuse,Jul-12,Murder,Solved,Ealing,Black,Jul,2012
1,25 to 34,Female,Blunt Implement,Domestic Abuse,Nov-12,Murder,Solved,Hackney,White,Nov,2012
1,35 to 44 ,Male,Knife or Sharp Implement,Not Domestic Abuse,May-12,Murder,Solved,Waltham Forest,Black,May,2012
1,45 to 54,Female,Not known/Not Recorded ,Domestic Abuse,May-12,Murder,Solved,Waltham Forest,White,May,2012
1,25 to 34,Male,Knife or Sharp Implement,Not Domestic Abuse,Jun-12,Murder,Unsolved,Waltham Forest,Black,Jun,2012
1,13 to 19,Male,Knife or Sharp Implement,Not Domestic Abuse,Aug-12,Murder,Solved,Ealing,White,Aug,2012
1,45 to 54,Male,Knife or Sharp Implement,Domestic Abuse,Oct-12,Murder,Solved,Waltham Forest,Asian,Oct,2012
1,55 to 64,Male,Knife or Sharp Implement,Domestic Abuse,Sep-12,Murder,Solved,Enfield,White,Sep,2012
1,25 to 34,Male,Knife or Sharp Implement,Not Domestic Abuse,Oct-12,Murder,Unsolved,Enfield,Black,Oct,2012
1,20 to 24,Female,Knife or Sharp Implement,Domestic Abuse,Nov-12,Murder,Solved,Enfield,Black,Nov,2012
1,35 to 44 ,Male,"Physical Assault, no weapon",Not Domestic Abuse,May-12,Murder,Solved,Newham,Asian,May,2012
1,20 to 24,Male,Knife or Sharp Implement,Not Domestic Abuse,Jun-12,Murder,Solved,Ealing,Black,Jun,2012
1,35 to 44 ,Male,Blunt Implement,Not Domestic Abuse,Aug-12,Murder,Solved,Newham,White,Aug,2012
1,25 to 34,Male,Not known/Not Recorded ,Not Domestic Abuse,Dec-12,Murder,Solved,Havering,White,Dec,2012
1,25 to 34,Female,"Physical Assault, no weapon",Domestic Abuse,Feb-12,Murder,Solved,Hammersmith & Fulham,White,Feb,2012
1,25 to 34,Male,Knife or Sharp Implement,Not Domestic Abuse,Aug-12,Murder,Solved,Hammersmith & Fulham,White,Aug,2012
1,65 and over,Male,Knife or Sharp Implement,Not Domestic Abuse,Oct-12,Murder,Solved,Hammersmith & Fulham,White,Oct,2012
1,65 and over,Male,Knife or Sharp Implement,Not Domestic Abuse,Nov-12,Murder,Solved,Ealing,White,Nov,2012
1,35 to 44 ,Male,Knife or Sharp Implement,Not Domestic Abuse,Dec-12,Murder,Solved,Hammersmith & Fulham,White,Dec,2012
1,45 to 54,Male,Knife or Sharp Implement,Not Domestic Abuse,Apr-12,Murder,Solved,Westminster,White,Apr,2012
1,45 to 54,Male,"Physical Assault, no weapon",Not Domestic Abuse,Jun-12,Murder,Solved,Westminster,White,Jun,2012
1,45 to 54,Male,"Physical Assault, no weapon",Not Domestic Abuse,Jun-12,Murder,Solved,Westminster,White,Jun,2012
1,45 to 54,Male,"Physical Assault, no weapon",Not Domestic Abuse,Aug-12,Murder,Solved,Westminster,White,Aug,2012
1,13 to 19,Male,Knife or Sharp Implement,Not Domestic Abuse,Feb-13,Murder,Solved,Wandsworth,Black,Feb,2013
1,35 to 44 ,Female,Knife or Sharp Implement,Domestic Abuse,Jul-13,Murder,Solved,Wandsworth,White,Jul,2013
1,13 to 19,Male,Shooting,Not Domestic Abuse,Sep-13,Murder,Solved,Wandsworth,Black,Sep,2013
1,20 to 24,Male,Knife or Sharp Implement,Not Domestic Abuse,Oct-13,Murder,Solved,Wandsworth,White,Oct,2013
1,65 and over,Female,"Physical Assault, no weapon",Not Domestic Abuse,Nov-13,Murder,Solved,Wandsworth,White,Nov,2013
1,55 to 64,Female,"Physical Assault, no weapon",Not Domestic Abuse,Dec-13,Murder,Solved,Wandsworth,White,Dec,2013
1,25 to 34,Male,Knife or Sharp Implement,Not Domestic Abuse,Jun-13,Murder,Solved,Kingston Upon Thames,White,Jun,2013
1,35 to 44 ,Female,Blunt Implement,Not Domestic Abuse,Nov-13,Murder,Solved,Richmond Upon Thames,White,Nov,2013
1,0 to 12,Female,Other Methods Of Killing,Not Domestic Abuse,Apr-13,Murder,Solved,Ealing,Asian,Apr,2013
1,0 to 12,Female,Other Methods Of Killing,Not Domestic Abuse,Apr-13,Murder,Solved,Hillingdon,Asian,Apr,2013
1,35 to 44 ,Female,"Physical Assault, no weapon",Domestic Abuse,Jul-13,Murder,Solved,Hillingdon,Asian,Jul,2013
1,20 to 24,Female,Blunt Implement,Domestic Abuse,Jan-13,Murder,Solved,Lambeth,White,Jan,2013
1,35 to 44 ,Male,Not known/Not Recorded ,Not Domestic Abuse,Jan-13,Murder,Solved,Lambeth,White,Jan,2013
1,0 to 12,Male,Not known/Not Recorded ,Not Domestic Abuse,Mar-13,Murder,Solved,Lambeth,Black,Mar,2013
1,20 to 24,Male,Shooting,Not Domestic Abuse,Apr-13,Murder,Solved,Lambeth,Black,Apr,2013
1,45 to 54,Male,Other Methods Of Killing,Not Domestic Abuse,Jun-13,Manslaughter,Solved,Ealing,Asian,Jun,2013
1,25 to 34,Female,Knife or Sharp Implement,Domestic Abuse,Jul-13,Murder,Solved,Lambeth,Black,Jul,2013
1,45 to 54,Male,"Physical Assault, no weapon",Not Domestic Abuse,Dec-13,Murder,Solved,Lambeth,White,Dec,2013
1,55 to 64,Male,Blunt Implement,Not Domestic Abuse,May-13,Murder,Solved,Merton,White,May,2013
1,20 to 24,Female,Shooting,Not Domestic Abuse,Aug-13,Murder,Solved,Brent,Black,Aug,2013
1,55 to 64,Female,"Physical Assault, no weapon",Domestic Abuse,Oct-13,Murder,Solved,Ealing,Asian,Oct,2013
1,20 to 24,Male,Shooting,Not Domestic Abuse,Dec-13,Murder,Unsolved,Heathrow,Black,Dec,2013
1,55 to 64,Female,"Physical Assault, no weapon",Domestic Abuse,May-13,Murder,Solved,Camden,White,May,2013
1,65 and over,Female,Knife or Sharp Implement,Domestic Abuse,Jan-13,Murder,Solved,Barnet,White,Jan,2013
1,25 to 34,Female,Not known/Not Recorded ,Not Domestic Abuse,Jul-13,Murder,Solved,Barnet,White,Jul,2013
1,65 and over,Female,Blunt Implement,Domestic Abuse,Oct-13,Murder,Solved,Barnet,Other,Oct,2013
1,55 to 64,Male,Other Methods Of Killing,Not Domestic Abuse,Feb-13,Murder,Solved,Ealing,White,Feb,2013
1,25 to 34,Male,Other Methods Of Killing,Not Domestic Abuse,Feb-13,Murder,Solved,Ealing,White,Feb,2013
1,35 to 44 ,Male,Other Methods Of Killing,Not Domestic Abuse,Jul-13,Manslaughter,Solved,Ealing,Asian,Jul,2013
1,20 to 24,Male,Knife or Sharp Implement,Not Domestic Abuse,Aug-13,Murder,Solved,Ealing,White,Aug,2013
1,35 to 44 ,Male,Knife or Sharp Implement,Domestic Abuse,Aug-13,Murder,Solved,Ealing,White,Aug,2013
1,20 to 24,Male,Knife or Sharp Implement,Not Domestic Abuse,Aug-13,Murder,Unsolved,Ealing,Asian,Aug,2013
1,25 to 34,Male,Knife or Sharp Implement,Not Domestic Abuse,Nov-13,Murder,Solved,Ealing,Black,Nov,2013
1,35 to 44 ,Female,"Physical Assault, no weapon",Domestic Abuse,Nov-13,Murder,Solved,Ealing,Asian,Nov,2013
1,35 to 44 ,Male,Not known/Not Recorded ,Not Domestic Abuse,Dec-13,Murder,Unsolved,Ealing,White,Dec,2013
